ID,No of employee,Annual turnover,TCTC,Basic Salary,Cash Injection,Contrib Waiver,Affected Employee
1996,2,158400,48400x12=580800.00,22000,1,1,1
1997,1,356000,32000,2000,1,1,1
1998,1,610000,70000,4450,1,1,1
1999,5,2000000,0,150744,1,1,1
2000,7,8339534,0,447300,1,1,1
2001,1,7.9MIL,89580.05,89580.05,0,1,1
2002,7,87000,0,800,0,0,1
2003,25,5650996.09,65832,63832.27,1,1,1
2004,138,49992,o,4166,1,1,1
2005,67,9164874.79,212826.15,197967.87,0,0,1
2006,11,30000,1500,1500,1,1,1
2007,12,30000,2500,2500,1,1,1
2008,3,0,1500,1500,1,1,1
2009,4,900000,0,126000,1,0,0
2010,2,0,1500,1500,1,1,1
2011,4,280000,86400,86400,1,0,1
2012,1,50400,850,850,1,0,1
2013,9,0,0,2339,1,1,0
2014,53,0,0,0,1,1,1
2015,3,0,0,0,1,1,1
2016,2,144000,120000,49200,1,0,1
2017,1,180000,143000,49200,1,0,1
2018,23,42000,2210,1500,1,0,1
2019,2,120000,0,10000,1,1,1
2020,1,20000,20000,500,1,1,1
2021,1,120580,33600,33600,0,1,1
2022,1,107242181,954307.28,954307.28,1,1,1
2023,17,0,0,0,0,0,1
2024,19,0,0,0,0,0,1
2025,16,4160320,65558.17,60999.8,1,1,1
2026,6,138000000,1963304,1520417,1,1,1
2027,3,0,0,0,0,0,1
2028,1,0,0,0,0,1,1
2029,1,0,0,0,0,0,1
2030,1,8361168,8885,74350,1,1,1
2031,1,0,0,0,0,0,1
2032,4,2411291.05,32128.83,32128.83,0,0,1
2033,2,0,0,0,0,0,1
2034,2,0,0,0,0,0,1
2035,1,1047600,6743,87300,0,1,1
2036,2,9559668,1206.4208,59400.85,1,1,1
2037,2,0,0,0,0,1,1
2038,1,12200000,224594.01,223276.44,1,1,1
2039,2,200000,0,12750,0,0,1
2040,4,7939086,0,0,1,1,1
2041,1,2500000,169750,169750,1,0,0
2042,21,0,0,0,0,0,1
2043,11,450,45600,40000,0,0,1
2044,12,8000000,517300,517300,1,0,1
2045,26,3716166,52367.33,33155,0,1,1
2046,14,0,0,2000,1,1,1
2047,1,0,0,0,0,0,1
2048,102,0,0,57360,1,1,1
2049,1,0,0,0,0,1,1
2050,4,609925,62440,51630,1,1,1
2051,5,0,0,0,0,0,1
2052,5,17634625,201369.08,201369.08,1,1,1
2053,1,2885555,0,0,0,0,1
2054,1,60,800,300,1,1,1
2055,2,0,0,0,0,0,1
2056,1,7350928.79,191714.79,188300,1,1,1
2057,1,86475151,375356.38,280625.99,1,1,1
2058,35,225500,156200,1879200,1,1,1
2059,14,320000,120000,12000,1,0,1
2060,1,17078167,240184.32,240184.32,1,1,1
2061,4,0,0,0,0,0,1
2062,6,0,0,0,0,0,1
2063,4,0,0,0,0,0,1
2064,1,1350000,105632.68,105632.68,0,0,1
2065,1,2952861.9,325254,325254,0,1,1
2066,18,5800000,154359.4,153447.59,1,1,1
2067,10,918701.06,25680.9,20100,1,1,1
2068,5,70000,30000,15600,1,1,1
2069,1,0,0,0,0,0,1
2070,4,0,0,0,0,0,1
2071,63,0,0,0,0,1,1
2072,42,0,0,0,0,0,1
2073,11,0,0,0,0,1,1
2074,3,2500000,0,15000,1,1,1
2075,1,0,0,0,0,0,1
2076,2,51543976,657386.9,559500.7,1,0,1
2077,2,180000,43350,13000,1,0,0
2078,42,8illion,8000,38000,1,1,1
2079,4,80,800,300,1,1,1
2080,1,6400000,135000,122977.5,1,1,1
2081,6,4000000,95000,81542,1,1,1
2082,9,4000000,4000000,1200000,1,1,1
2083,1,0,0,0,0,0,1
2084,1,300000,252000,222000,1,1,1
2085,1,0,0,0,0,0,1
2086,2,0,0,20185.68,0,1,1
2087,2,2427867,87306,87306,1,1,1
2088,2,775200,0,64600,1,1,1
2089,1,80000,24000,2000,1,0,0
2090,1,46000,1000,1000,1,0,1
2091,15,14400,240,1200,1,1,1
2092,38,0,0,0,0,0,1
2093,22,21600,0,3000,1,1,1
2094,62,11303886.61,305879.16,234520,1,1,1
2095,2,2000000,30641,28587.41,1,1,1
2096,1,300000,2160,120000,1,1,1
2097,1,200000,0,18000,1,1,1
2098,38,180000,4500,4500,1,0,1
2099,11,23000000,160230,160230,1,1,1
2100,22,20000000,288218.2,197699.01,1,1,1
2101,1,0,0,0,1,1,1
2102,5,0,0,0,0,0,1
2103,7,0,0,0,0,0,1
2104,1,0,0,0,0,0,1
2105,1,0,0,0,0,0,1
2106,1,0,0,0,0,0,1
2107,2,0,0,0,0,0,1
2108,1,0,0,0,0,0,1
2109,1,44808,3734,3734,0,0,1
2110,3,375000,1450000,850,1,1,1
2111,4,0,0,0,0,1,1
2112,6,212649,50451.17,61823.06,1,1,1
2113,9,452400,0,37700,1,1,1
2114,1,0,0,0,0,0,1
2115,1,3600,0,300,1,0,1
2116,3,1754512,21575,17301.6,0,0,1
2117,6,0,0,0,0,0,1
2118,1,0,0,0,1,0,1
2119,5,150000,100000,48300,1,0,1
2120,4,300000,282000,252000,1,1,1
2121,2,9600,4200,1100,1,0,1
2122,1,1000000,8200,8200,1,1,1
2123,4,4200000,420000,35000,1,1,1
2124,1,404261200,121660,9290000,1,1,1
2125,1,162000,0,13500,1,1,1
2126,42,114000,28500,4000,1,1,1
2127,1,1134386.38,0,23900,1,0,1
2128,7,9600,800,800,1,1,1
2129,4,720000,7000,7000,1,1,1
2130,1,0,0,0,0,0,1
2131,1,247000,120,120,1,0,1
2132,4,48000,0,4000,0,0,1
2133,3,1700000,8000,8000,1,1,1
2134,11,0,0,0,0,0,1
2135,1,9600,/A,800,0,0,1
2136,1,44808,102.85,3734,0,1,1
2137,3,Unknown,Unknown,0,1,1,1
2138,2,0,802573.35,41243.25,1,1,1
2139,1,10800,6000,3600,1,1,1
2140,2,0,10762.5,10762.5,0,0,1
2141,23,480000,8000,8000,1,1,1
2142,14,720000,36300,14300,1,0,1
2143,7,40000,2000,2000,1,1,1
2144,7,9600,3000,800,1,1,1
2145,1,4598330,90000,108822.03,1,1,1
2146,37,0,0,8000,0,1,1
2147,3,400000,30000,8000,1,0,0
2148,3,12000000,4950000,4800000,1,1,1
2149,1,0,0,1500000,0,0,1
2150,3,8000000,139825.09,102726.92,1,0,1
2151,5,5000,5000,1200,1,1,1
2152,11,415000,54800,54800,0,0,1
2153,2,0,0,0,0,0,1
2154,6,1535000,22050,18300,1,1,1
2155,12,0,171600,8900,1,1,1
2156,2,3000000,45000,45000,1,1,1
2157,2,6581814.5,14080.64,81410,1,1,1
2158,1,20400,0,1700,1,1,1
2159,5,Auditors,31502.08/,31502.08,0,1,1
2160,2,200000,4150,4150,1,1,1
2161,1,60000000,7198745.2,7198745.2,1,1,0
2162,1,72000,6000,6000,1,1,1
2163,2,100000,99000,49000,1,0,1
2164,62,30000,1300,1300,0,1,0
2165,12,1200,0,1000,0,1,1
2166,14,0,0,0,0,0,1
2167,14,7000000,362146.65,322726,1,1,1
2168,3,3TO4MILLIO,84600,0,1,1,1
2169,1,0,0,0,0,0,1
2170,1,0,0,0,0,1,1
2171,1,18000,18000,1500,1,1,1
2172,23,0,0,0,0,0,1
2173,2,0,0,0,0,0,1
2174,1,1941527.65,22260.8,11700,1,1,1
2175,4,428350,18632.08,13522.26,0,0,1
2176,3,0,0,0,0,0,1
2177,2,861998.05,6200,4600,1,0,1
2178,1,1126386,41411.14,29350,1,1,1
2179,1,690000,15412.5,17750,1,0,1
2180,3,0,0,0,0,0,1
2181,4,0,0,0,0,0,1
2182,1,0,0,5090,1,1,1
2183,2,815943,221211,10300,1,0,1
2184,2,2222294.17,42685.28,36464,1,1,1
2185,1,17686789,6168845.86,263708.9,0,1,1
2186,2,0,0,0,0,0,1
2187,1,0,0,0,0,0,1
2188,1,3500000,64677.73,64678,1,1,1
2189,4,42000,146895.2,3500,0,1,1
2190,1,0,0,0,0,0,1
2191,4,0,0,0,0,0,1
2192,17,6445056,76525,71600,1,1,1
2193,2,0,0,0,0,0,1
2194,2,0,0,0,0,0,1
2195,1,0,0,0,1,1,1
2196,1,0,0,0,0,0,1
2197,33,4582000,73345,50654,0,1,0
2198,4,13234569,233037.98,233037.98,1,1,1
2199,29,800000,6600,79200,1,1,1
2200,7,0,0,0,0,1,1
2201,6,0,0,0,0,0,1
2202,3,0,0,0,1,1,1
2203,1,0,0,0,0,0,1
2204,1,0,0,0,0,0,1
2205,13,0,0,0,0,0,1
2206,25,0,0,0,0,0,1
2207,20,0,0,0,0,0,1
2208,23,0,0,0,0,1,1
2209,4,0,0,0,0,0,1
2210,5,0,0,4800,1,1,1
2211,8,934253.14,0,30229.26,1,1,1
2212,15,0,0,0,0,0,1
2213,6,0,0,0,0,0,1
2214,1,0,0,0,0,0,1
2215,1,300000,48000,4000,1,1,1
2216,15,0,0,0,0,1,1
2217,47,0,0,0,0,0,1
2218,13,0,0,139789.35,1,0,1
2219,2,25ill,30000,30000,1,1,1
2220,1,0,1600000,1600000,1,0,0
2221,1,53894570,8430000,710000,0,0,1
2222,1,30000,4000,2000,1,1,1
2223,55,529107.8,0,44092.4,1,1,1
2224,67,2.200000.00,0,24000,1,1,1
2225,2,0,1500,1500,1,1,1
2226,3,15600,1300,1300,1,1,1
2227,1,58800,230,4900,1,1,1
2228,1,55487829,55250,3750,0,0,1
2229,1,142826.57,62600,4800,0,0,1
2230,14,OEMILLIOAMIBIADOLLARS,970000,240000,1,0,1
2231,25,OEMILLIOAMIBIADOLLARS,940000,96000,1,0,1
2232,8,OEMILLIOAMIBIADOLLARS,990000,384000,1,0,1
2233,2,43104,155,3592,0,0,1
2234,1,152400,25400,152400,0,0,1
2235,1,568825,15560,15560,1,1,1
2236,2,0,0,0,0,0,1
2237,440,0,0,0,0,0,1
2238,14,3973839,812222,38610,1,1,1
2239,4,0,0,0,0,1,1
2240,40,0,0,0,0,1,1
2241,3,0,0,0,0,1,1
2242,3,0,174160,172360,1,1,1
2243,2,171878812,2862326.83,2862326.83,1,1,1
2244,3,0,0,0,0,0,1
2245,1,0,0,0,0,0,1
2246,77,1064038000,9903369.39,5292909.16,1,1,0
2247,23,0,0,0,0,0,1
2248,17,0,0,0,0,0,1
2249,21,0,0,0,0,1,1
2250,8,0,250,0,0,1,1
2251,18,0,0,0,1,1,1
2252,12,0,0,0,0,0,1
2253,1,0,0,0,0,0,1
2254,9,0,0,0,0,0,1
2255,33,28000000,1126780.12,1126780.12,1,1,0
2256,8,1966122,5600,5600,1,1,1
2257,1,0,0,0,0,0,1
2258,1,5000000,69222.87,43600,0,0,1
2259,2,0,0,0,0,0,1
2260,57,0,0,0,0,0,1
2261,22,70800,5900,5900,1,1,1
2262,5,0,0,700,1,1,1
2263,1,1500000,41491.65,3671400,1,1,1
2264,1,0,0,0,1,1,1
2265,2,170000,3500,3500,1,1,1
2266,10,70000,22000,19450,1,1,1
2267,1,100000,90000,90000,1,0,1
2268,2,96000,2500,2500,0,1,1
2269,3,4000000,0,40400,1,1,1
2270,6,7200,600,600,1,1,1
2271,2,0,0,0,1,1,1
2272,25,50000,12000,12000,1,1,1
2273,11,1.200000.00,40000,40000,1,1,1
2274,19,75000:00,6200:00:00,6200,0,0,0
2275,11,100000,425.2,3000,1,1,1
2276,2,4500000,Yes,540000,1,1,1
2277,1,1330000,Yes,89500,1,1,1
2278,2,678778,75000,9700,0,0,1
2279,4,0,0,0,0,0,1
2280,2,18000000,0,130620.92,0,0,1
2281,40,18000000,691210,638410.44,1,1,1
2282,36,127200,2928,10600,0,1,1
2283,1,0,0,0,0,0,0
2284,11,900000,43200,80400,0,1,1
2285,10,1000000,34114.15,34114.15,1,0,1
2286,18,/A,2650,2650,1,0,1
2287,1,0,0,0,1,1,1
2288,1,0,0,0,0,0,1
2289,6,5673989,0,148430.79,1,1,0
2290,53,4709501,313869.5,291600,1,1,1
2291,2,0,0,0,0,0,1
2292,2,0,0,0,0,0,1
2293,1,0,0,0,0,0,1
2294,3,0,217005.5,200294.81,0,0,1
2295,5,92400,1663.2,7700,0,0,1
2296,1,700472,118835,35893,0,1,1
2297,1,0,0,0,0,0,1
2298,2,0,0,0,0,0,1
2299,4,8.50E+07,10129203.83,10129203.83,0,1,0
2300,1,0,133100,91476.79,0,0,1
2301,398,0,0,0,0,0,1
2302,20,0,0,29700,0,1,0
2303,32,2265336,51200,51200,0,0,1
2304,16,35760,756,42000,1,1,1
2305,6,2265336,51200,51200,0,0,1
2306,2,50000,333833.88,333833.88,0,0,1
2307,1,0,0,0,0,0,1
2308,6,0,4000,4000,1,1,1
2309,9,0,0,0,1,1,1
2310,1,0,0,0,0,0,1
2311,2,0,0,0,1,1,1
2312,1,0,0,0,0,0,1
2313,2,0,0,0,0,0,1
2314,23,2017627.49,1419687,1419687,1,1,0
2315,2,153952,122555.75,122555.75,1,1,1
2316,2,0,0,0,0,0,1
2317,4,15600,1800,1800,0,1,1
2318,4,50000,n/a,1000,1,1,1
2319,1,18848162,273887.84,257143.44,0,0,1
2320,1,0,0,0,0,0,1
2321,9,0,0,0,0,0,1
2322,6,0,0,0,0,0,1
2323,17,18000,63,1500,0,0,1
2324,4,30000,15435.17,5400,0,1,0
2325,7,2Mio.,16400,10872,1,1,1
2326,1,500000,2500,2500,1,1,1
2327,5,otalicable,368303,368303,1,0,1
2328,1,0,0,0,0,0,1
2329,4,30000,/A,2500,1,1,1
2330,1,0,0,0,0,0,1
2331,1,322455.00(GROSS),0,31500,1,1,1
2332,3,12000,/A,1000,0,0,1
2333,4,3000000,250000,165000,1,1,1
2334,1,0,0,0,0,0,1
2335,3,18000000,300000-00eronth,240000,1,0,1
2336,5,0,0,0,0,0,1
2337,1,0,0,0,0,0,1
2338,1,20000000,0,84535.05,1,1,1
2339,8,0,0,0,0,1,1
2340,1,0,0,0,0,0,1
2341,2,10.000000.00,183180,171160,0,0,1
2342,1,0,42264496.88,42264496.88,1,1,1
2343,4,4.8illion,27600,331200,0,1,1
2344,5,4082520,0,21600,1,1,1
2345,9,1000000,15900,15900,1,0,1
2346,14,19501885.63,470041.63,442436.63,1,1,1
2347,10,0,0,0,0,0,1
2348,17,1400000,30248.24,22360,1,1,1
2349,5,0,0,0,0,0,1
2350,5,0,0,12955909,1,1,1
2351,1,0,0,0,1,1,1
2352,4,0,0,1000,1,1,1
2353,5,1.200000.00,30550,423500,0,0,1
2354,6,0,0,0,0,1,1
2355,1,800000,0,1000,1,1,1
2356,8,0,0,0,0,1,1
2357,2,5451000,846960,730800,1,1,1
2358,1,2091000,10700,10700,1,0,1
2359,1,295440,27224.35,24620,0,0,1
2360,28,0,0,0,0,0,1
2361,11,0,0,0,0,0,1
2362,3,0,12000,12000,1,1,1
2363,3,4531951,95755,95755,1,1,1
2364,2,0,0,0,0,1,1
2365,1,2000000,20675:00,20675,0,0,1
2366,3,0,0,0,0,1,1
2367,3,0,0,0,0,0,1
2368,1,0,0,0,0,0,1
2369,143,0,0,0,0,0,1
2370,1,49200,4100,3500,1,1,1
2371,4,0,0,0,0,0,1
2372,5,124'200.00,139200,10350,1,1,1
2373,1,30308875,435.49,67898.82,1,1,1
2374,1,0,57600,57600,0,1,1
2375,1,6346845,80300,80300,1,1,1
2376,2,500000,55000,37000,1,0,0
2377,4,0,0,0,0,1,1
2378,3,0,0,0,0,0,1
2379,1,45000,12000,12000,1,1,1
2380,6,38000,n/a,1000,1,1,1
2381,3,1997168,967957.16,967957.16,1,1,1
2382,232,300000,yes,5000,1,1,1
2383,2,156000,13000,13000,0,0,1
2384,1,0,0,0,0,0,1
2385,7,233000,0,0,0,0,1
2386,6,n/a,0,0,1,1,1
2387,1,3600,/A,300,0,0,1
2388,1,0,0,3000,1,1,1
2389,2,12000,0,1000,1,1,1
2390,2,0,0,0,0,0,1
2391,8,0,0,0,0,1,1
2392,7,500000,2500,2500,1,1,1
2393,16,0,67200,67200,0,1,1
2394,5,3600000,52300,52300,1,1,1
2395,1,45400,544800,544800,1,1,1
2396,1,49680,0,4140,1,1,1
2397,1,0,0,0,0,0,1
2398,13,2322122.9,33763,33342.87,0,1,1
2399,38,0,0,0,0,0,1
2400,1,0,0,0,0,0,1
2401,11,0,0,0,0,0,1
2402,15,2480000,0,32600,1,0,1
2403,8,0,0,0,0,0,0
2404,1,0,0,0,0,0,1
2405,1,0,278361.14,190235.87,1,1,1
2406,4,98267154,182421.45,182421.45,1,0,1
2407,6,0,0,0,0,0,1
2408,4,0,0,0,0,0,1
2409,11,1900000,386754.05,344520.75,1,1,1
2410,3,one,5000,5000,0,0,1
2411,7,850000,547610.2,544000,1,1,1
2412,8,46957,297493,18978,0,0,1
2413,24,0,0,0,0,0,1
2414,23,0,0,0,0,0,1
2415,8,0,0,0,0,0,1
2416,4,0,0,0,0,0,1
2417,1,2100000,22167.41,22167.41,1,1,1
2418,1,0,0,0,0,0,1
2419,1,0,0,0,0,0,1
2420,20,0,0,0,0,0,1
2421,9,0,0,0,0,0,1
2422,26,0,4024472.46,910274.36,1,1,1
2423,1,42000,7000,300,1,0,1
2424,1,9000000,33517.1,255150.62,1,1,1
2425,1,400000000,907193964,585467238,1,1,1
2426,11,300000,20300,20300,1,1,1
2427,6,0,13085.73,11060,0,0,1
2428,9,130000,8000,5000,1,1,1
2429,12,0,107.5,76950,1,1,1
2430,10,0,0,51400,1,1,1
2431,18,2100000,0,23200,1,0,1
2432,3,150000,/A,800,1,1,1
2433,5,480000,0,129600,1,1,1
2434,5,0,0,0,1,1,1
2435,1,2500000,1529298,850000,1,1,1
2436,1,105000,77600,6500,1,1,1
2437,1,80000,1000,1000,1,1,0
2438,2,1500000,35100,35100,1,0,1
2439,1,800000,4000,4000,1,0,1
2440,12,12000,20000,300,0,1,0
2441,2,24000,114604.04,102791.24,1,1,1
2442,1,650000,5800,64000,0,0,1
2443,3,72000,6500,6500,0,0,1
2444,1,4000000,74865.7,67550,1,1,1
2445,5,24271,654257,1500000,1,1,1
2446,19,500000,0,10750,1,1,1
2447,223,96000,28800,26400,1,1,1
2448,6,57030,116.000.00,17540,0,1,0
2449,3,0,581370.91,446842.59,0,0,1
2450,1,0,0,0,1,1,1
2451,1,0,0,0,1,0,1
2452,14,800000,25000,25000,1,1,1
2453,34,3295020,49453.4,41380,0,0,1
2454,7,-19825.71,28312.85,24890.1,1,1,1
2455,12,224409.6,321.22,18700.8,0,0,1
2456,9,5813643,0,45649.4,1,1,1
2457,2,80000,63400,63400,1,1,1
2458,16,20000000,144000,163500,1,1,1
2459,1,0,0,0,1,1,1
2460,12,0,0,66000,1,1,1
2461,139,0,0,16.5,1,1,1
2462,8,120000,3200,3200,1,1,1
2463,20,40.2,40.2,3.35,1,0,1
2464,4,28841638.63,0,192459,1,0,1
2465,1,98653,30000,15000,0,1,1
2466,1,400000,48000,48000,1,1,1
2467,3,19504529.02,29825.13,29581.46,0,0,1
2468,1,108000,9000,9000,1,1,1
2469,1,0,0,0,0,1,1
2470,15,0,0,0,1,1,1
2471,7,42000,/A,3500,1,1,1
2472,32,594000,0,24700,1,1,1
2473,29,20000,14400,1200,0,0,1
2474,3,33600,33600,2800,1,1,1
2475,1,0,0,300,0,0,1
2476,4,0.01,3600,3600,1,0,1
2477,1,1200.000.00,85000,500,1,1,1
2478,2,0,0,0,0,0,1
2479,1,0,21690,21450,0,0,1
2480,10,176532.25,440400,36700,1,1,1
2481,10,5019530,108336.55,63100,1,1,1
2482,14,72000000,235000,180240.1,1,1,1
2483,2,7780323,2143761,95195,1,0,1
2484,13,0,0,0,1,1,1
2485,1,1200000,30500,30499.9,1,1,1
2486,1,6000000,23091,6000,1,0,1
2487,1,1.2illion,70000,278400,1,1,1
2488,1,0,11900.4,11900.4,0,0,1
2489,1,3623644,0,72110,0,1,1
2490,30,11000000,28109.97,28109.97,1,1,1
2491,7,2959965,65315.17,52455.5,0,0,1
2492,7,0,746536.08,130716,1,1,1
2493,2,100000,37400,37400,1,1,1
2494,6,40161710,916800,70900,0,1,1
2495,1,1732225,18083.95,14813,1,1,1
2496,2,0,0,73462.27,0,1,1
2497,1,60.000.00,369000,5000,0,0,0
2498,49,84000,42000,42000,0,0,1
2499,20,2248675,45188,45188,1,1,1
2500,1,0,145300,145300,1,1,1
2501,9,6000000,200027,183400,1,1,1
2502,38,8000000(EightMillionaibianDollars),317839.39,317839.39,1,1,1
2503,4,500000,14500,14500,1,1,1
2504,1,1638961,8150,8150,1,1,1
2505,24,thisyear0.00duetocovid-19,5830,4330,1,1,0
2506,35,50000,0,300,1,1,1
2507,4,0,1000,2000,1,1,1
2508,16,71676,8800,18800,1,1,1
2509,1,2500000,174000,12000,1,1,1
2510,1,5000000,90000,53000,1,1,1
2511,2,12000000,97058.89,97058.89,1,1,1
2512,759,106220,106220,106220,1,1,1
2513,40,0,0,0,0,0,1
2514,11,590600,20345.2,20200,0,0,0
2515,8,5.8illion,108608,100450,1,1,1
2516,2,827755.5,785646,21850,1,0,1
2517,12,7000000,140609.6,140609.6,0,0,1
2518,4,705,5000,1000,1,1,1
2519,2,2512200,0,117400,1,1,1
2520,8,1200000,0,15660,1,1,1
2521,12,2400000,56300,675600,1,1,1
2522,3,1543673,128860,128860,1,1,1
2523,3,42000,12124.7,2200,1,0,1
2524,3,220000,43000,43000,1,0,1
2525,1,950000,24492.42,24273.75,0,0,1
2526,23,1100,500,500,0,1,1
2527,4,15647000,223712.19,221864.82,1,1,1
2528,2,500000,18850,18050,1,1,1
2529,10,0,10000,5000,0,1,1
2530,4,0,0,387149,1,1,1
2531,7,0,24540,24540,0,1,1
2532,1,5826419.64,236512.69,161300,1,1,0
2533,3,500000,0,36000,1,1,1
2534,1,0,0,0,1,1,1
2535,1,1500000,13500,13500,0,0,1
2536,1,0,0,0,0,0,1
2537,47,4000000,24600,46000,1,1,0
2538,8,(-500000),0,66500,0,0,1
2539,3,0,0,3000,0,0,1
2540,4,5000000,0,7160.54,1,1,1
2541,1,250513000,998517.51,680964.21,0,1,1
2542,22,THREEMILLIO,1149360,1082640,1,1,1
2543,73,2340000,76800,6400,1,1,1
2544,9,300000,0,0,1,1,1
2545,1,40000,0,4050,0,1,1
2546,7,10000,10000,4000,1,1,1
2547,1,12000,0,1000,0,1,1
2548,1,3950000,520000,494000,1,1,1
2549,5,0,0,0,0,0,1
2550,10,0,0,0,0,0,1
2551,6,none,0,3000,1,0,1
2552,1,0,0,0,0,0,1
2553,1,0,0,0,0,0,1
2554,1,56399870,158265.75,135871.51,1,1,0
2555,6,0,0,0,0,0,1
2556,32,288400.04,0,10383,0,1,1
2557,4,0,0,0,0,0,1
2558,7,226000,226000,226000,1,1,1
2559,1,1486500,11855.75,11750,1,0,1
2560,1,1080000,0,0,1,1,1
2561,11,0,0,0,0,0,1
2562,9,0,0,0,0,0,1
2563,15,6000,1350,1350,0,1,1
2564,20,0,0,0,0,1,1
2565,5,0,0,0,0,0,1
2566,1,0,0,0,0,1,1
2567,2,0,0,0,0,0,1
2568,3,12.5,56255.56,56255.56,0,1,1
2569,1,0,0,0,0,0,1
2570,1,0,0,0,0,0,1
2571,1,0,0,0,0,0,1
2572,1,0,0,0,0,0,1
2573,15,0,0,0,0,0,1
2574,1,0,0,0,0,0,1
2575,27,0,0,0,0,0,1
2576,7,/A,10000,10000,1,1,1
2577,22,6.3Mil,38100,38100,1,1,1
2578,1,Aroxiately6illionfor2021,256824.5,237382,0,0,1
2579,18,0,100708.95,43050,1,0,0
2580,27,0,0,0,0,0,1
2581,17,2700000,26500,26500,0,1,1
2582,2,16122110,899904,68278,0,1,1
2583,3,0,0,0,0,0,1
2584,4,0,0,0,0,0,1
2585,9,0,0,0,0,0,1
2586,4,0,0,0,0,0,1
2587,1,12000,4000,3600,1,1,1
2588,3,0,0,0,0,0,1
2589,2,0,0,0,0,0,1
2590,13,0,0,0,0,0,1
2591,13,0,0,0,0,0,1
2592,5,0,0,0,0,0,1
2593,5,79000,90000,66750,0,0,0
2594,11,0,0,0,0,0,1
2595,1,0,300,300,1,1,1
2596,2,0,0,0,0,0,1
2597,1,0,0,0,0,0,1
2598,3,0,0,0,0,0,1
2599,2,0,0,0,0,1,1
2600,13,2400000,41562.47,34020,1,1,1
2601,1,3600,300,300,1,1,1
2602,1,146074,79.2,4400,1,1,1
2603,6,0,0,0,0,0,1
2604,1,0,0,0,0,0,1
2605,2,0,0,0,0,1,1
2606,14,0,0,0,0,0,1
2607,5,0,0,0,0,0,1
2608,2,0,4950,4950,0,1,1
2609,2,2000000,6000,500,1,1,1
2610,1,1535069,25000,300000,1,1,1
2611,4,25000,35000,1000,1,1,1
2612,5,15000,18000,1500,1,1,1
2613,3,0,0,0,0,1,1
2614,6,500000,28511.2,28511.2,1,1,1
2615,5,0,0,0,0,0,1
2616,5,500000,1200,1200,1,1,1
2617,1,0,0,0,0,0,1
2618,1,0,0,0,0,0,1
2619,7,0,0,0,0,0,1
2620,7,0,0,0,0,0,1
2621,4,0,0,0,0,0,1
2622,1,0,0,0,0,1,1
2623,2,0,0,0,1,1,1
2624,1,0,0,0,0,0,1
2625,37,0,0,0,0,0,1
2626,30,0,0,0,0,1,1
2627,14,0,0,0,0,1,1
2628,7,0,0,0,0,0,1
2629,9,0,0,0,0,0,1
2630,2,0,0,0,0,0,1
2631,1,0,0,0,0,0,1
2632,1,0,0,0,0,0,1
2633,1,0,0,0,0,0,1
2634,4,0,0,0,0,0,1
2635,12,0,0,0,0,0,1
2636,37,0,0,0,0,0,1
2637,4,0,0,0,0,1,1
2638,11,0,0,0,0,0,1
2639,7,0,0,0,0,0,1
2640,2,0,0,0,0,1,1
2641,1,0,0,0,0,0,1
2642,103,0,0,0,0,1,1
2643,7,0,0,0,0,1,1
2644,13,0,0,0,0,0,1
2645,2,480000,7750,7750,0,1,1
2646,3,0,0,0,0,1,1
2647,3,0,0,0,0,0,1
2648,1,0,0,0,0,0,1
2649,1,100000,0,60000,1,1,1
2650,8,9600,27720,3600,0,0,1
2651,14,0,32400,3600,0,0,1
2652,3,0,0,0,0,0,1
2653,5,0,0,0,0,1,1
2654,3,0,0,0,0,0,1
2655,4,384000,21000,32000,1,1,1
2656,1,0,0,0,0,1,1
2657,2,0,0,0,0,0,1
2658,5,0,0,0,0,0,1
2659,4,0,0,0,0,0,1
2660,7,0,0,0,0,0,1
2661,17,0,0,0,0,0,1
2662,10,0,0,0,0,1,0
2663,3,0,0,0,0,0,1
2664,6,0,0,0,0,0,1
2665,1,0,0,0,0,0,1
2666,1,0,2169.35,2150,1,0,1
2667,1,100000000,861644.16,71803.63,1,1,1
2668,2,897420.23,7065,32565,1,1,1
2669,1,8030.48,45026,45026,1,1,1
2670,1,0,0,1500,0,1,1
2671,1,/A,2500,2500,0,0,1
2672,2,45'000.00,0,802,1,1,1
2673,2,60000000,1503337.06,1482017.44,1,0,0
2674,4,0,2448,2000,1,1,1
2675,3,17192117,238375.22,165516,1,1,1
2676,1,40000,13525,5200,1,0,1
2677,1,0,none,0,0,0,1
2678,1,49000,0,33979,1,0,1
2679,41,1116784,0,140300,1,1,1
2680,17,0,79499,0,1,1,1
2681,2,3000000,104421.78,104421.78,1,1,1
2682,4,1369601.02,665942,617222.4,1,1,1
2683,1,0,0,0,1,1,1
2684,2,28februaryeachyear,55476.65,55089,0,0,1
2685,10,360000,0,6800,0,1,0
2686,22,20400,0,1700,0,1,1
2687,3,45000,3450,3450,0,1,1
2688,7,450000,49200,4100,1,1,0
2689,4,0,4237.8,4237.8,0,0,1
2690,5,8400,0,700,1,1,1
2691,1,AD900000.00,28000,28000,1,1,1
2692,15,700000,10050,10050,1,1,1
2693,7,2369659,41263,41263,0,0,1
2694,7,10800,0,900,1,1,1
2695,5,0,9600,800,0,0,1
2696,1,46050,3837.5,3837.5,1,0,1
2697,2,inforelatedto30070949,inforelatedto30070949,317839.39,1,1,1
